소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
,세종특별자치시 조치원읍 상리 18-9번지,세종특별자치시 조치원읍 조치원로 61-1,30025,연기동물병원,227064.926581114,344652.880687144
,세종특별자치시 조치원읍 상리 99-6번지,세종특별자치시 조치원읍 조치원로 56,30026,한우동물병원,227031.758699488,344584.702184168
041-864-0448,세종특별자치시 연서면 성제리 586-201번지,"세종특별자치시 연서면 도신고복로 1207, (출장진료전문)",30043,세종동물병원,223320.870410299,343525.254365244
865-2380,세종특별자치시 조치원읍 상리 16번지,세종특별자치시 조치원읍 조치원9길 16,30025,조치원동물병원,227035.002562852,344695.00501333
044-868-8275,세종특별자치시 조치원읍 죽림리 228-12,세종특별자치시 조치원읍 죽림로 60,30037,세종종합동물병원,226608.994497744,343474.498956874
044-862-5852,세종특별자치시 조치원읍 침산리 89 욱일아파트,"세종특별자치시 조치원읍 충현로 159, 107호 (욱일아파트)",30021,보광동물병원,226143.154114418,344640.28554246
044-864-7579,세종특별자치시 다정동 659 이도빌딩,"세종특별자치시 다정1길 23, 이도빌딩 (다정동)",30125,다정한동물메디컬센터,221058.501461215,333139.269113417
044-867-4830,세종특별자치시 연서면 봉암리 622-3,"세종특별자치시 연서면 당산로 286, 상가동 103호",30047,성원동물병원,224857.741682293,339751.762891195
044-863-7578,세종특별자치시 나성동 723번지 금강프라자,"세종특별자치시 한누리대로 157, 금강프라자 (나성동)",30130,세종동물의료센터,223450.463970799,330955.927655799
,충청북도 충주시 주덕읍 신양리 245-8번지,충청북도 충주시 주덕읍 신덕로 1364-1,27462,큰동물병원(출장진료전문병원),270802.588300474,386174.763541063
043-911-8275,충청북도 충주시 칠금동 834 하나빌딩,"충청북도 충주시 계명대로 15, 하나빌딩 (칠금동)",27359,애플동물병원,281503.355146569,387185.951727802
044-865-7975,세종특별자치시 도담동 717,세종특별자치시 보듬3로 38 (도담동),30100,햇살가득동물병원,222806.322235994,334585.889908205
0448657005,세종특별자치시 아름동 1089,세종특별자치시 보듬7로 78 (아름동),30099,서울동물의료센터,222379.890720165,335430.595883634
044-868-2542,세종특별자치시 한솔동 946 첫마을2단지,"세종특별자치시 노을1로 16 (한솔동, 첫마을2단지)",30130,뮤동물병원,223277.394124943,331095.331572596
0448657579,세종특별자치시 소담동 37-3 코끼리타워,"세종특별자치시 한누리대로 2012, 코끼리타워 (소담동)",30151,다온동물병원,226798.938789094,331630.096443848
044-868-0264,세종특별자치시 새롬동 341-92 세움빌딩,"세종특별자치시 새롬중앙로 47, 세움빌딩 (새롬동)",30126,티어하임 동물병원,222409.363563422,331570.654842345
044-868-7583,세종특별자치시 조치원읍 신흥리 278,세종특별자치시 조치원읍 세종로 2335,30030,착한동물병원,225938.858652176,343880.636404378
044-865-9575,세종특별자치시 고운동 1006 고운드림55,"세종특별자치시 마음로 241, 고운드림55 1~2층 (고운동)",30062,고운동물병원,220734.159047608,335306.795188547
043-857-0075,충청북도 충주시 교현동 1326번지,충청북도 충주시 금릉로 78 (교현동),27357,열린동물병원,282240.596778554,387388.331531285
043-852-8875,충청북도 충주시 교현동 1134,"충청북도 충주시 국원대로 131, 1층 (교현동)",27357,중앙동물의료센터,282555.443315753,387250.3901386
,충청북도 충주시 대소원면 만정리 43-17번지,"충청북도 충주시 대소원면 용관길 16, 1층",27471,문동물병원(출장진료전문병원),277597.566900829,384805.797723654
9130182,경기도 고양시 일산서구 탄현동 1487 탄현마을2단지,"경기도 고양시 일산서구 현중로 29, 탄현마을2단지 (탄현동)",10243,마리동물병원,179394.550073108,465705.701321462
031-906-7575,경기도 고양시 일산동구 식사동 670-28번지,경기도 고양시 일산동구 위시티로 75 (식사동),10325,강남동물병원,183267.923204545,464065.92071762
031-972-7582,경기도 고양시 덕양구 행신동 944번지,경기도 고양시 덕양구 중앙로558번길 21 (행신동),10495,아마존,185447.426056462,458048.974229598
031-970-9204,경기도 고양시 덕양구 토당동 855-1번지,"경기도 고양시 덕양구 토당로42번길 13-15, 능곡역프라자 103호 (토당동)",10510,작은 친구 동물병원,184137.491076053,457573.402451911
,경기도 고양시 일산서구 대화동 2107-18번지 24통8반 2층,경기도 고양시 일산서구 일산로635번길 8-21 (대화동),10370,워리워리,178507.651738435,464398.644179412
031-977-0154,경기도 고양시 일산동구 중산동 1667-3번지,경기도 고양시 일산동구 고봉로278번길 16 (중산동),10338,더독,180390.956863047,464559.984135262
031-924-0075,경기도 고양시 일산서구 탄현동 1573-5번지 현해프라자 203호,,,해맑은 동물병원,179054.660565285,465462.149809784
976-7585,경기도 고양시 일산동구 중산동 1669-4번지,경기도 고양시 일산동구 고봉로 250 (중산동),10355,산들동물병원,180391.690541729,464405.966812253
,경기도 고양시 일산동구 정발산동 1203-7번지,경기도 고양시 일산동구 일산로441번길 15-19 (정발산동),10359,토베스트 동물병원,180354.271381319,463360.822868556
,경기도 고양시 일산동구 풍동 1273-6 중앙프라자,"경기도 고양시 일산동구 숲속마을로 50-76, 중앙프라자 204,205호 (풍동)",10306,풍동 라파엘 동물병원,182186.684498782,462835.495493601
,경기도 고양시 덕양구 삼송동 293 310호,"경기도 고양시 덕양구 삼송로 222, 헤리엇오피스 310호 (삼송동)",10592,피그만클리닉,191025.010600686,461186.001629362
,경기도 고양시 덕양구 행신동 756-10번지,경기도 고양시 덕양구 충경로 45 (행신동),10525,펫피아 동물병원,185338.681154452,457050.109999015
031-908-7582,경기도 고양시 일산동구 마두동 806 올리브상가 C동 112호,"경기도 고양시 일산동구 중앙로 1130, C동 112호 (마두동, 올리브상가)",10422,올리브동물병원,180539.609005671,460835.850681465
1666-7501,경기도 고양시 덕양구 화정동 984-8,"경기도 고양시 덕양구 화신로272번길 5, 2,3층 (화정동)",10500,탑케어동물의료원,185013.703419501,458778.522826862
,경기도 고양시 일산동구 풍동 1280번지,"경기도 고양시 일산동구 숲속마을로 48 (풍동, 신성프라자)",10306,풍동동물병원,182103.488459125,462804.299266978
,경기도 고양시 일산서구 대화동 1450-1번지 자유로프라자,"경기도 고양시 일산서구 대화로 120, 자유로프라자 (대화동)",10222,자유로 동물병원,176474.179870173,463060.185042319
932-0075~6,경기도 고양시 일산동구 정발산동 1294-4,경기도 고양시 일산동구 일산로394번길 5-11 (정발산동),10406,Dr. dog 동물영상의료센터,180629.358181067,463166.489098148
031-932-0085,경기도 고양시 일산동구 장항동 752 삼성메르헨하우스,"경기도 고양시 일산동구 무궁화로 8-28, 삼성메르헨하우스 103호 (장항동)",10401,일산시티 동물의료센터,179323.493409099,461999.535266359
070-7720-4934,경기도 고양시 덕양구 관산동 163-16번지,경기도 고양시 덕양구 통일로 730 (관산동),10285,통일로 동물병원,188408.759321739,465060.588027904
923-7533,경기도 고양시 일산서구 대화동 2119-4번지,경기도 고양시 일산서구 대산로212번길 8-12 (대화동),10370,토론토 동물병원,178398.286754325,464008.424241791
031-900-8875,경기도 고양시 일산동구 장항동 751번지 삼성라끄빌,"경기도 고양시 일산동구 호수로 662, 삼성라끄빌 101호 (장항동)",10401,수 동물병원,179257.261374439,462085.127524612
,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 110호,"경기도 고양시 일산동구 장백로 13, 성우아뜨리움오피스텔 110호 (백석동)",10449,애니웰 동물병원,181390.508325766,459748.488484544
,경기도 고양시 일산서구 일산동 1054-1번지 현대프라자,"경기도 고양시 일산서구 일산로 589, 현대프라자 (일산동)",10371,초원동물병원,178994.545016244,464162.963343777
,경기도 고양시 일산서구 탄현동 132-62 105호,"경기도 고양시 일산서구 일현로 131, 105호 (탄현동)",10241,탄현 동물병원,179251.256136721,466268.259717089
031-969-9369,경기도 고양시 일산동구 식사동 344번지 자이주상복합아파트 상가 B동 211-1호,,,위시티 동물병원,,
031-912-9465,경기도 고양시 일산동구 백석동 1244-3번지,경기도 고양시 일산동구 강송로87번길 8-10 (백석동),10446,봄빛동물병원,181252.81,460612.855
031-978-7575,경기도 고양시 덕양구 행신동 1086 205~6호,"경기도 고양시 덕양구 중앙로 439, 2층 205~6호 (행신동)",10532,Helix ADI Center : 헬릭스 영상진단센터,186358.445846762,457257.532079513
031-964-7599,경기도 고양시 덕양구 고양동 243,경기도 고양시 덕양구 혜음로 8 (고양동),10275,고양동물병원,191272.237926127,466525.081543565
031-913-8820,"경기도 고양시 일산동구 장항동 750 삼성스위트101호, 102-1호",경기도 고양시 일산동구 호수로 678 (장항동),410-837,스마트동물병원,179178.979749546,462185.780147872
,경기도 고양시 덕양구 성사동 706-4번지 1층 365 신원당동물병원,"경기도 고양시 덕양구 호국로790번길 88 (성사동, 신원당동물병원)",10464,365 신원당 동물병원,185847.301970352,461353.37237947
,경기도 고양시 덕양구 성사동 699-1번지,경기도 고양시 덕양구 호국로 778-6 (성사동),10464,민동물병원,185427.687268921,461481.802160795
,경기도 고양시 일산동구 정발산동 1180-3번지,경기도 고양시 일산동구 무궁화로141번길 7-9 (정발산동),10359,이창훈 동물병원,180202.560497974,463031.608757602
9046681,경기도 고양시 일산동구 마두동 759번지 백마프라자,"경기도 고양시 일산동구 강송로 180, 백마프라자 (마두동)",10416,신일산동물병원,180842.086155646,461406.473246905
911-7346,경기도 고양시 일산서구 주엽동 31-1번지,경기도 고양시 일산서구 대산로 126 (주엽동),10375,시민종합동물병원,179089.635,463622.125
,경기도 고양시 덕양구 화정동 913-4번지 201호,경기도 고양시 덕양구 은빛로29번길 46 (화정동),10476,화정동물병원,185110.31,459754.585
031-906-0976,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지,"경기도 고양시 일산동구 강석로 156, 강촌마을7단지 (마두동)",10415,가람동물병원,180429.594918348,461366.247981232
9780075,경기도 고양시 덕양구 행신동 950-1 106호,"경기도 고양시 덕양구 중앙로 550, 106호 (행신동, 삼일프라자)",10495,디엔씨,185472.544302625,457917.404793549
9193567,경기도 고양시 일산서구 주엽동 17 문촌마을 복합상가,"경기도 고양시 일산서구 중앙로 1470, 문촌마을 복합상가 (주엽동)",10379,하노버,178529.136791301,463365.623578833
031-975-0187,경기도 고양시 일산동구 중산동 1570번지,경기도 고양시 일산동구 탄중로 324 (중산동),10333,참사랑,180618.272521887,465655.679680979
031-971-5534,경기도 고양시 덕양구 행신동 647-14번지,경기도 고양시 덕양구 행신로 147 (행신동),10517,행신동물병원,185068.23274404,457460.893932846
975-1475,경기도 고양시 일산서구 일산동 646-1,"경기도 고양시 일산서구 고양대로 688, 201호 (일산동)",10353,이용철동물병원,179854.219202599,464610.373864229
031-916-7509,경기도 고양시 일산동구 정발산동 702-4번지,경기도 고양시 일산동구 무궁화로93번길 6-10 (정발산동),10362,김 S 동물병원,179960.726089658,462730.421501637
921-7582,경기도 고양시 일산서구 주엽동 115-1 시대프라자,"경기도 고양시 일산서구 주엽로 134, 시대프라자 101호 (주엽동)",10387,그랜드 동물병원,178593.884197265,463172.801035455
,경기도 고양시 일산동구 마두동 728-1번지 장항A타운,"경기도 고양시 일산동구 일산로 212, 장항A타운 1층 (마두동)",10417,백마동물병원,181395.717224051,461459.891588772
031-811-9975,경기도 고양시 일산동구 백석동 1309 우림오피스텔,"경기도 고양시 일산동구 일산로 38, 우림오피스텔 1층 110호 (백석동)",10449,튼튼동물병원,181155.460369535,459965.050429279
